_id,en_word,en_definition,example,synonyms,antonyms
47290,ROCK2,"v 1 [I, Ipr,Tn,Tnpr] dunglam hmailam, kehlam vorhlam ah hnin, seep, sawn: He sat rocking (himself) in his chair.  rock a baby to sleep  Our boat was rocked (from side to side) by/on the waves. 2 [I, Ipr, Tn, Tnpr] na ngaipi - ih hnin; thing: The wholehouse rocked (to and fro) when the bomb exploded.  The town was rocked by an earthquake. 3 [Tn] (fig) nasa zet ih hnaihnok; thinlung buaiter: The scandal rocked the government. 4 (idm) rock the boat (infml) dinhmun buaiter, harsatnak umter: Things are progressing well — don’t (do anything to) rock the boat.  rocker n 1 dunglam hmailam ih a sawntertu tohkheng dotu thing kawi, kual, kul pahnih. 2 = rocking-chair. 3 (also rocker switch) ṭhawn theimi meisa onnak le hmihnak. 4 Rocker (Brit) kum 1960 hnulam ih savun angki (kor) hruk ih mawṭaw saikel (motor bikes) totu tleirawl pawl le an hnu ih anmah a cawngtu pawl. Cf mod. 5 (idm) off one’s rocker (sl) thinlung molh; thinlung kim lo, mi aa: You must be off your rocker!
rocky /{rBkI/ adj (-ier, -iest) hnin, thir, fek lo:
This chair is a trifle rocky.  (fig) Their
marriage seems a bit rocky. rockiness n [U].
 rocking-chair (also rocker) n a parih to tikah
dunglam le hmailam ih a vawr-aw theimi
tokheng.
rocking-horse n nauhak to tikih hmailam le
dunglam ih a vawr-aw theimi thingih tuahmi
rang pianhmang (pung-sang) tonak.",NA,NA,NA
47295,ROCK3,"n electric
ṭingṭang thawn tummi tulai santhar ih a lar
zetmi awnmawi: [attrib] a rock star.
 rock v [I, Ipr] cuvek awnmawi tum ih laam.
 rock and roll (also rock ’n’ roll) kum 1960
hnu lam ih a lar zetmi awnmawi phunkhat:
[attrib] Jerry Lee Lewis was a rock ’n’ roll
singer. — v [I] rock and rool ih laam.",NA,NA,NA
47297,ROCKET,"n 1 nawkkaang tahrat in van ah
kap ih a puakmi (phangphang vek): a distress
rocket, ie used to signal for help. 2 (a) a kaang
thei le puak theimi dawng pungsan zian thun
ih hlatpi a zam theimi. (b) cak zet le khulrang
zet ih ṭhawn: [attrib] a rocket attack. 3 (idm)
give sb/get a rocket (Brit infml) nasa zet ih
kawk.
 rocket v 1 [I, Ipr, Ip] ~ (up) zamrang zet ih
karh/ṭhang: Unemployment levels have rocketed
(to new heights).  House prices are rocketing
(up). 2 [Ipr, Ip] cak zet leh khulrang zet ih
ṭhawn: He rocketed to stardom (ie became
famous) overnight.  rocket along, away, off,
past, etc.
rocketry /{rBkItrI/ n [U] rocket hmang ih a
puak theimi thil thawn vanlam ih kap suaknak.",NA,NA,NA
47300,ROCOCO,"adj kum zabi 18 hrawng ih
Europe ramih a lar zetmi inn sakdan, bizu,
cabuai, tohkheng tuahdan a phunphun",NA,NA,NA
47303,ROD,"n 1 (often in compounds) fung, thir
fung, kianghrol: curtain-rods  a measuring
rod  piston-rods. 2 mi sual thawinak
funghreu. 3 = fishing-rod (fish2
). 4 (US sl) kut
khat lam in kai ih kap theimi mithal. 5 =
perch1 3. 6 (idm) make a rod for one’s own
back a hnuih maih hrangih harsatnak umtertu
thil tuah. a rod/stick to beat sb with  beat1. rule with a rod of iron  rule v. spare the rod
and spoil the child  spare2.",NA,NA,NA
47305,RODENT,"n hahmai hriam zet a neimi ramsa pawl zinghnam, thiahlei tivek pawl.",NA,NA,NA
47308,RODEO,"n (pl ~ s) 1
hminsinnak tuah dingih ṭilva pawl ṭilva hmuan
ih ret khawm. 2 US ramah cawkhal (cow boys)
pawl in rang hrang le cawhrang par to zuamawknak le hmuhnak.",NA,NA,NA
47312,RODOMONTADE,"n [U] (fml derog) mah le mah
porh-awknak.",NA,NA,NA
47313,ROE1," n [U, C] ngate nu ih ti (egg)",NA,NA,NA
47314,ROE2,"n (pl unchanged or ~ s) (also roe deer)
zukneng fate phun.
 roebuck n zukneng fate phun a pa",NA,NA,NA
47318,ROENTGEN,n (X-ray vek) suahternak.,NA,NA,NA
47327,ROGATIONS,"n [pl] dilnak; ngennak;
Bawi Jesuh van ih a kai hlan (Rogation Days)
Ascention Day thlen hlan Rogation Sunday ih
hmanmi thlacamnak.
 Rogation Sunday Bawi Jesuh vanih a kai ni
thlen hlan Zarhpi Ni; ‘dilnak ni/ngennak ni.’",NA,NA,NA
47330,ROGER1,"interj 1 (thirhri kuatmi ah) na
thirhri cakuatmi kan ngah ih kan thei fiang. 2
(Brit infml or joc) okay.",NA,NA,NA
47332,ROGER2,"v [Tn] (? Brit sl euph) (of a
male) luuk, nunau mipa pawl-aw.",NA,NA,NA
47334,ROGUE,"n 1 (dated) hrokhrawl, umtlan dan
mumal nei lo, misual. 2 (joc esp approv)
mihuatsuak: He’s a charming rogue. 3 a paak
ih umduhmi ramsa; rualpi dang hnenih um
duh lo, a dangih mahlawng ih um duh: [attrib]
a rogue elephant.
 roguery /{rEUGErI/ n [C, U] ding lonak,
huatsuahnak.
roguish /{rEUGIS/ adj a huatsuak zawng: He
gave her a roguish look. roguishly adv.
rouguishness n [U].
 rogues’ gallery palik pawlih khawmmi
thilsual tuahtu misual pawlih zuk pawl.",NA,NA,NA
47336,ROISTERING,"adj [attrib], n [U] (dated)
hnasetza nom-awknak puai.
 roisterer /{rBIstErER/ n.",NA,NA,NA
47341,ROLE," n 1 thuanthu cawnnak ah a
teltu ih tuah dingmi ṭuanvo: play a variety of
roles  the title-role. 2 mi pakhat, thil pakhat
ih thupitnak/santlainak/ṭhathnemnak: the key
role of the teacher in the learning process  the
declining role of the railways in the transport
system.
 role-play n [U, C] tuah dingmi ṭuanvo, covo.
— v [I, Tn]: to role-play a situation.",NA,NA,NA
47342,ROLL1,"n 1 (a) a zual-awmi: Wallpaper is bought in rolls.  a roll of carpet, film, cloth. (b) cubangtuk minung taksa: a man with rolls of fat around his stomach. 2 (a) a bialmi sang em/ sang em phekkhat: Six brown rolls, please. Cf bun 1. (b) (with a preceding n or ns) a sung thil ret cihmi cuvek sang: a ham roll  a bacon and tomato roll. 3 khatlam khatlam ah sawn-aw/ hlok-aw: The slow, steady roll of the ship made us feel sick.  walk with a nautical roll, ie like a sailor  a horse enjoying a roll in the grass. Cf PITCH3 6. 4 hmin ngannak cazin: the electoral roll, ie the list of people eligible to vote in an election  call/read the roll in school, class, etc, ie read aloud a list of names to check whether everyone is present. 5 awn ruah-ro: A drum roll preceded the most dangerous part of the performance.  the distant-roll of thunder. 6 (US infml) (Brit bankroll) tangka cahnah thuah. 7 (idm) strike sb off the rolls  strike2.
 roll-bar n mawṭaw tlunkhuh dotu thirtluan.
roll-call n hminko/cazin sungih ummi hmin
pawl ko: Roll-call will be at 7 am.
roll of honour upat tlak hna ṭha a rak ṭuan
dahtu pawlih hmin cazin (a bikin, ral ih a thimi
pawl).
roll-top desk a riak har/a nelmi tlun khuh a
neimi cangan cabuaite.",NA,NA,NA
47343,ROLL2,"v 1 [Ipr, Ip,Tnpr, Tnp] riil: The ball rolled down the hill.  The hoop rolled along the pavement.  The coin fell and rolled away.  men rolling barrels across a yard  Roll it over and look at the other side. 2 [I, Ipr, Ip, Tn, Tnpr, Tnp] her: a porpoise rolling in the water  His eyes rolled strangely/He rolled his eyes strangely.  rolling a pencil between his fingers. 3 [Ipr, Ip, Tn, Tnpr, Tnp, Dnn] ~ (sth) (up) zual/hrual; tuah/cangter: The hedgehog rolled up into a spiky ball.  I always roll my own (cigarettes).  roll string, wool, etc (up) into a ball.  roll up a carpet, a map, a towel  He rolled himself a cigarette. Cf unroll.  rolled gold thir dang parih suiti luanter; sui khutmi. rolled oats phomdipmi sangvut.
rolling-mill n thir pheng; thir phek tuahtu cet, cetzung.
rolling-pin n sang per ko namnak dawngte vek thingpum.
rolling-stock n [U] tlangleeng engines le thil phurhnak leeng pawl a buur ih retkhawmmi.
rolling stone 1 hmunkhat ah fek zet in um loih
hmun dangih thawn vingvotu. 2 (idm) a
rolling stone gathers no moss (saying) a
tawivak rero mi minung cu milian a si dah lo.
roll-on 1 n taksa le hmai ceinak/mawiternak
phunkhat a dawngsin merh theimi: [attrib]
roll-on deodorants. 2 (dated) nunau pawlih
hmanmi hmur hnihsi.
roll-on roll-off (abbr roro) mawṭawka pawl pan
theih, lan theih ih tuahmi: a roll-on roll-off ferry.
roll-up n (infml) kutih zualmi kuak: He always
smokes roll-ups.",NA,NA,NA
47346,ROLLER,"n [C] 1 (a) thil rialnak thirpum
tluan: a garden roller, ie for use on a lawn  a
road-roller, ie for leveling tarmac on roads, etc.
(b) lung rialtu cet: The huge machine was
moved to its new position on rollers. (c) thil
dang ṭemcihnak ih hmanmi thirpumtluan
(sylinder): a roller-blind, ie a type of window
blind wound on a roller. (d) samkirternak
thirpum fate: put her hair in rollers. 2 tifinriat
fawn sau zet: rollers crashing on the beach.
 roller bandage hmatuamnak patpuan zual.
roller-coaster (Brit also switchback) n
hmunsuk hmunso le zin kel (zig-zag) ih feh theimi tlangleng phunkhat. roller-skate (also skate) n thil a hak, asilole a sah zetmi parih naalnak kedan: a pair of rollerskates. — v [I, Ipr, Ip] hivek kedan hruk ih naal zurzo (hriil-aw): She roller-skated across rather unsteadily.
roller-skating n [U]. roller towel thingpum tlang parah a zual ih retmi kut hnawtnak puan (hmaihnawtnak khal a si).",NA,NA,NA
47348,ROLLICKING,"adj [attrib] (dated) nuam-aw
celcel: have a rollicking time.",NA,NA,NA
47350,ROLLMOP,"n (also rollmop herring) a ruh
tel lo ngasa per ko rial ih a thur ti ih ciahmi.",NA,NA,NA
47362,ROLY-POLY,"n [C, U] 1 (also roly-poly
pudding) (Brit) arti, cawhnawi le sangvut rawi
ih ban ko hmeh hnu ah tidai thawn suanmi. 2
(infml) niam, asilole tawi ih thau: She’s a real
roly-poly.",NA,NA,NA
47363,ROM,"abbr (computing) read only memory:
a ROM software component. Cf RAM 1.",NA,NA,NA
47365,ROMAN,"adj 1 (a) hlanlai le tulai ih Rome. (b) hlanlai Rome ram kulh: Roman remains  an old Roman road. 2 Rome khua ih Khrihfabu, Roman Catholic: the Roman rite, eg contrasted with Greek or Russian orthodox. 3 roman (of printing type) a tung zawngih nganmi, thir cukih nganmi: The words in the definition are roman/are set in roman type. Cf italic.
 Roman n 1 [C] hlanlai Rome ramkulh sungtel: after the Romans invaded Britain. 2 [C] Rome khawpi sungih a ummi/a suakmi. 3 [C] Roman Catholic. 4 roman [U] nganmi -
cukmi: the above definition is set in roman; this
example is in italics. 5 (idm) when in Rome,
do as the Romans do (saying) umnak hmun le
ram daan le umpimi midang thawn rem-aw
dingih umtlan thiam ding.
 the Roman alphabet A ihsin Z tiangih
cafang pawl; a bikin nitlaknak lam European
ṭong pawlih hmanmi. Cf Cyrillic.
Roman candle rong phun dangdang a kap
suak theimi meisa vannak.
Roman Catholic (also Catholic) Kawhhran lu
- hotu bik ih Pope a pomtu kawhhran sungtel:
He’s (a) Roman Catholic. Cf Protestant.
Roman Catholicism RC Kawhhran ih zumnak,
thurin: convert to Roman Catholicism.
Roman nose hnar pir - hnar zim saang.
Roman numerals Roman nambat pawl. Cf
Arabic numerals (Arabic).",NA,NA,NA
47366,ROMANCE,"adj [attrib] Latin ṭongih a
ra suakmi ṭong pawl; French, Italian, Spanish.
Cf Latin 2.",NA,NA,NA
47368,ROMANCE,"n 1 [C, U] phuahcop
thuanthu: (a) medieval romance. 2 [U]
saduhthah thil, a ngaingai si lo, ruahnak lam
thil: There was an air of romance about the old
castle. 3 [C] duh-awknak le cai-awknak lam
thuanthu: She writes romances about rich men
and beautiful women.  a holiday romance. 4
[C, U] mi ih zum thei dingih phuahcop le
uarnak.
 romance v [I] a hleifuan ih uartuk, asilole
ruahnak in a dikmi thu pengter/fehsualter/
roller hersualter: given to colourful romancing",NA,NA,NA
47369,ROMANESQUE,"adj, n [U] kum 1050
ihsin 1200 tiang Europe ram ih a laar zetmi inn
sakdan phunkhat.",NA,NA,NA
47375,ROMANO-,"comb form Rome thawn a peh-awmi
thil: Romano-British settlements.",NA,NA,NA
47377,ROMANTIC,"adj 1 ruahnak lam thil, thinlung ih ruahnak lam: romantic scenes, adventures, tales  The Lake District is a very romantic area. 2 [esp attrib] duh-awknak, caiawknak lam: a romantic involvement  romantic complications. 3 (of people, their characters, etc) duhnak langter: She has a
dreamy romantic nature. 4 (also Romantic) [esp attrib] (of music, literature, etc) a taktak, asilole a ngaingai si lo, thinlungih suangtuahmi thil: Keats is one of the greatest Romantic poets.  a masterpiece of the Romantic school/ movement.
 romantic n 1 thinlung le ruahnak ih
saduhthattu. 2 (also Romantic) thinlung le
ruahnak lamih saduhthahnak lam.
romantically /-klI/ adv.
romanticism /rEU{mFntIsIzEm/ n [U] 1 duhawknak le cai-awknak lam hmuhdan, thinlung
ih ruahdan le umtlandan. 2 (also Romanticism)
kum zabi 18 nak cem lam le 19 thokpek hrawng
ih a taktak hnak in calai lam, zuksuai lam, le
awnmawi lam ah khal saduhthah le thinlung
ih phuahcop an uar sawnmi umdan. Cf
classicism, idealism 2, realism 2.
romanticist /-tIsIst/ n.
romanticize, -ise /-tIsaIz/ v [I, Tn] (esp derog)
thil pakhat amah a sidan hnakih duhnungza ih
tuah/uarsual/pengter: Don’t romanticize —
stick to the facts.  a novel that refuses to
romanticize the grim realities of war.",NA,NA,NA
47378,ROMANY,"n 1 [C] hmundang dang ih a
vakvai vingvo mi miphun pakhat ih sungtel
(member) pakhat. 2 [U] vakvai phun gipsies
pawlih ṭong.
 Romany adj [usu attrib] gipsies miphun,
asilole an ṭong.",NA,NA,NA
47383,ROMP,"v 1 [I, Ipr, Ip] (esp of children or
animals) nauhak pawl, asilole ramsa pawl aipuang zet in hmunkhat ih lekkhawm: puppies
romping around in the garden. 2 (idm) romp
home/in ol zet ih neh/hlawhtling/tuahsuak:
romp home in a race  The Liberal candidate
romped in with thousands of votes to spare. 3
(phr v) romp through (sth) (infml) ol zet ih
hlawhtling: She romped through her exams.
 romp n [sing] olte ih hlawhtlinnak: have a
romp about.",NA,NA,NA
47387,ROMPERS,"n [pl] (also romper-suit [C])
nauhak, asilole naute ih hrukmi hnipuan.",NA,NA,NA
47388,RONDO,"n (pl ~ s) awnmawi pakhat ah a
thupitnak laifang aw voi tam zet sak salnak.",NA,NA,NA
47390,ROOD,"n pulpit puanzar laifang ih retmi
Jesuh lemcuang thinglamtah.
 rood-screen n biakinn sung mipi le choir
saktu karlak ih puanzar (pharson).",NA,NA,NA
47392,ROOF,"n (pl ~ s) 1 inntlun/inntlun khuh: a flat/sloping roof  fly above the roofs of the city  Although divorced, they continued to live under the same roof, ie in the same house.  a library and concert-hall both under one roof, ie in the same building  have a/no roof over one’s head, ie have a/no place to live  The roof of the mine passage collapsed.  a painful sore in the roof of her mouth, ie the palate  (rhet) the roof of the world, ie the highest part, esp a mountain (range) or plateau. 2 (idm) go through the roof (infml) thinheng nasa, thinheng zet: She went through the roof when I told her I’d crashed her car. Cf hit the ceiling/ roof (hit1 ). raise the roof  raise.
 roof v (pt, pp ~ ed /ru:ft/) [Tn, Tnpr, Tnp] ~ sth (with sth); ~ sth (over/in) pakhat khat tlunkhuh: roof (over) a yard (with sheets of plastic)  a plan to roof in the stadium  a hut crudely roofed with strips of bark.
roofing n [U] tlunkhuhnak ih hmanmi thil: [attrib] roofing material, tiles, slates, felt, etc.
 roof-garden n inntlun rawn ih tuahmi hmuanduum.
roof-rack (also luggage-rack) n mawṭawka
tlun ih thilri phurhnak kuang, asilole bawm.
roof-top n (a) inntlun. (b) (esp rhet) inntlun a
sannak bik, luanglu: flying swiftly over the
roof-tops.
roof-tree n luangpi",NA,NA,NA
47395,ROOK1,"n tlang-ak tum pawl hmunkhat ih a
bur ih umkhawm, tlangkhawm.
 rookery /-ErI/ n 1 (a) hmunkhat ih a burih
umkhawmmi tlang-ak tum pawl. (b) khawsik
ramih a ummi tifinriat vate phunkhat, asilole
(seal) nga pawl umnak, tititnak. 2 thil man
tamtuk dil, ngen.",NA,NA,NA
47396,ROOK2,"v [Tn, Tnpr] ~ sb (of sth) (infml) (a)
thil man tamtuk dil, ngen: That hotel really
rooked us. (b) phe leknak ah mi bum: They
rooked him of £100.",NA,NA,NA
47402,ROOKIE,"n (infml) thiamnak le hmuhtonnak
neitam hrih lo, mi thar: [attrib] a rookie halfback.",NA,NA,NA
47408,ROOM," n 1 (a) [C] a khaan/pindan: a large airy room on the first floor  He’s in the next room. (b) rooms [pl] umnak khaan pawl (hlan theih ih tuahmi): He’s staying in rooms in West Kensington. 2 [U] ~ (for sb/sth); ~ (to do sth) hmun, hmunlawng/hmun remcang: Is there enough room for me in the car?  This table takes up too much room.  Can you make room on that shelf for more books?  There’s no room to work here.  standing room only, ie no room room to sit down, eg in a bus, theatre, etc.  Usage at space. 3 [U] ~ (for sth) caan remcang, hlawhtlinnak dingih caan ṭha: There’s (plenty of) room for improvement in your work, ie It is not as good as it could be.  There’s no room for doubt, ie It is quite certain. 4 (idm) cramped for room/space  cramp2 . leave the room  leave1 . no room to swing a cat (infml saying) umnak, ṭuannak hmun um lo, hmunlawng um lo: There’s no room/There isn’t (enough) room to swing a cat in here.
 room v [Ipr] (US) mi inn hlangih um/inn man
pe ih um: He’s rooming with my friend Alan.
-roomed (forming compound adjs) khaan
(pindan) neimi inn: a ten-roomed house.
roomer n (US) inn hlangtu.
roomful /-fUl/ n a khaan khat/pindan khat: a
whole roomful of antiques.
roomy adj (-ier, -iest) (approv) a lawngmi
khaan/pidan lawng/hmun lawng a neimi: a
surprisingly roomy car. roominess n [U].
 rooming-house n (US) a khaan pawl man
pekih hlan theihmi inn.
room-mate n a khaan pakhat ih umpimi rualpi:
room service riahnak ah rawl a ngahcihmi: Call room service and ask for some coffee.",NA,NA,NA
47411,ROOST,"n 1 vate pawl riahnak hmun: One of
the main starling roosts is on top of the Town
Hall. 2 (idm) come home to roost  home3.
rule the roost  rule v.
 roost v [I, Ipr] ih dingih cawl/fu; vatefu",NA,NA,NA
47414,ROOT1,"n 1 [C] hram/thinghram: a plant with very long roots  pull a plant up by the roots. 2 roots [pl] sungkhat sinak; pehtlaih-awknak, pehzom-awknak: Many Americans have roots in Europe.  She has no real roots in this area. 3 [C] taksa peng dang thawn a pehzom-awmi sam, ha, tin: pull hair out by (ie complete with) the roots. 4 [C esp sing] (fig) a bulhram/a bulpi: The root of the problem is lack of trust.  Money is often said to be the root of all evil. 5 [C] (also base form) (grammar) ṭongfang hram: ‘Walk’ is the root of ‘walks’, ‘walked’, ‘walking’ and ‘walker’. 6 [C] (mathematics) nambat amah leh amah zai vivo ih a suak zat: 4 is the square root of 16 (4 x 4 = 16), the cube root of 64 (4 x 4 x 4 = 64) and the fourth root of 256 (4 x 4 x 4 x 4 = 256). 7 (idm) get at/get to/strike at the root(s) of sth thil pakhat khat ih bulhram hmu suak/ thei suak, tawlrel suak. pull up one’s roots 
pull2. put down (new) roots ṭhawnnak hmun
ah hnget hngai zet ih um. root and branch a
zatein, pumhlum in: destroy an organization
root and branch  [attrib] root-and-branch
reforms. the root cause (of sth) a cangtertu/a
suaktertu hrampi/bulpi: He argues that one of
the root causes of crime is poverty. take/strike
root (a) (of a plant) hram thlak/zung bun. (b)
(fig) din: a country where democracy has never
really taken root.
 rootless adj hram nei lo/zung nei lo: a
rootless wandering life. rootlessness [U].
 root beer (esp US) zu (alcohol) tel lo ih
thinghram a phunphun thawn tuahmi beer zu.
root-crop n a hram eimi pawl hangrah.
root vegetable a tawba, a hram eimi hanghnah
hangrah.",NA,NA,NA
47415,ROOT2,"v 1 (a) [I, Ipr] (of a plant) hram thlak:
This type of plant roots easily. (b) [Tn, Tnpr]
phun: Root the cuttings in peat. 2 [Tnpr esp
passive] hnin lo le cang lo ih dingter: be/stand
rooted to the spot/ground  Fear rooted him to
the spot. 3 [usu passive: Tn, Tnpr] thuk zet le
fek zet ih phun, din: a story firmly rooted in
reality  Her affection for him is deeply rooted.
 He has a rooted objection to cold baths. 4 (phr
v) root sth out a pumhlum ih siatsuah/siatter:
determined to root out corruption. root sth up a
hram thawn phawt.",NA,NA,NA
47418,ROOT3,"v (phr v) root about/around (for sth)
(a) (of pigs) an hmur in leilung tawt: rooting for
acorns. (b) (of people) hnok ṭheh ko ih thil
hawl: What are you doing rooting around in my
desk? root for sb/sth (no passive) (infml) nasa
zet ih tha pek: We’re rooting for the college
baseball team.  We’re all rooting for you —
good luck with your job interview!
root sth out (infml) a pumhlum ih siatsuah/
siatter: I managed to root out a copy of the
document.",NA,NA,NA
47419,ROPE,"n 1 [C, U] hrihrual, asilole thirhri hrual: We tied his feet together with (a) rope.  The kids tied a (piece of) rope to the tree and used it as a swing. 2 [C] a bangrepmi thil ngerh-aw: a rope of onions, pearls, etc. 3 the rope [sing] (infml or rhet) hngawng ih thlai that: bring back the rope, ie the death penalty. 4 (idm) give sb enough rope (and he’ll hang himself) (saying) mi pakhat kha duhduh tuah dingin zalennak pe-aw la, amah ih siatnak a mah in a tuah ding. give sb plenty of/some rope mi pakhat khat kha duhduh tuah dinginzalennak tampi pe-aw. money for jam/old rope  money. show sb/know/learn the ropes thil pakhat tuahdan simfiang/thei/zir: She’s just started — it’ll take her a week or two to learn the ropes.
 rope v 1 [Tn,Tnpr, Tnp] ṭem, hridai thawn
ṭem: rope (ie lasso and tie up) cattle  They
roped him to a tree.  climbers roped together.
2 (phr v) rope sb in (to do sth) (infml) (esp
passive) cangvaihnak pakhat ah tel dingih mi
leem: All her friends have been roped in to help
organize the event. rope sth off hri thawn kulh:
rope off the scene of the accident.
 rope-ladder n hridai ih tuahmi kailawn",NA,NA,NA
47421,ROPY,"adj (-ier, -iest) (Brit infml) a ṭawnṭai, a derthawm: ropy old furniture
 I’m feeling pretty ropey.
 ropiness n [U].",NA,NA,NA
47423,ROQUEFORT,n [U] tuuhnawi ihsin tuahmi cheese.,NA,NA,NA
47427,RORO,"abbr roll-on roll-off; mawṭaw pawl
pan theih, lan theih ih tuahmi.",NA,NA,NA
47430,ROSARY,"n 1 the rosary [sing] RC
kawhhran ih hmanmi timtuah/phuah cia
thlacamnak cabu: say the rosary. 2 [C] (a) RC
pawlih hmanmi thlacamnak ṭhi (pumṭek ṭhi).
(b) biaknak dangih hmanmi thlacamnak ṭhi
(pumṭek ṭhi).",NA,NA,NA
47432,ROSE2,"n 1 [C] rose pangpar (hniin-si): I found him pruning his roses.  a bunch of red roses  [attrib] a rose bush. 2 [C] sendup: The rose (colour) of clouds at dawn. 3 [C] hmuan ti-toihnak ih hmanmi titoihnak hmur (a ong siarsi mi). 4 [C] (also ceiling rose) (esp plaster) electrict hri suahnak dingih a bialmi thil (ceiling) ih an khen behmi. 5 (idm) a bed of roses  bed1 . not all roses nom lonak le lamkhartu tawkfang nei: Being an opera star is not all roses by any means. look at/see sth through rose-coloured/rose-tinted spectacles, etc nunsung thil a ṭha zawng tuk ih ruatle hmuh.
 rosebay n (US) = rhododendron; sokhlei par.
rose-bud n rose pangpar kuhmum (mumtulut): [attrib] a rose-bud mouth, ie one having this shape.
rose-hip n = hip2 .
rose-water n [U] rose pangpar ihsin tuahmi rimhmui.
rose-window n ṭha le mawite ih tuahmi biakinn sangka bial.
rosewood n [U] cabuai, tohkheng, bizu le
innsungsang thilri tuahnak ih hmanmi a ṭha zetmi thinghak phun: [attrib] a rosewood table.",NA,NA,NA
47433,ROSÈ,"n [U] a sendup wine: an excellent
(bottle of) rosè. Cf red wine (red1), white wine (white1).",NA,NA,NA
47453,ROSEATE," adj [usu attrib] (rhet) sendup
zetmi: the roseate hues of dawn.",NA,NA,NA
47456,ROSEMARY,"n [U] (a) tihang
ṭamnak ih hmanmi a rim hmui zetmi
thinghnah, asilole hrambur phunkhat. (b)
himi hrampi.",NA,NA,NA
47459,ROSETTE,"n 1 pu, lole ribbon ih tuahmi
rose pangpar vek tacik: The fans are all
wearing Arsenal rosettes, ie showing their
support for Arsenal football team.  the Tory
candidate with his big blue rosette. 2 lungto
parih rose pangpar lem khermi.",NA,NA,NA
47463,ROSIN,"n [U] hri a neimi awnmawi
thilri hrangih hmanmi thil erh/carnak; a
banmi thil erhnak.
 rosin v [Tn] erh, car",NA,NA,NA
47465,ROSTER,"n (esp US) (esp in the army, etc)
ṭuanvo zemnak hmin cazin.
 roster v [Tn] (esp US) ṭuanvo zemnak hmin
cazin ah khum, telh: proposals for more flexible
rostering  I’ve been rostered to work all
weekend!",NA,NA,NA
47467,ROSTRUM," n (pl ~ s or -tra /-trE/) mipi
hnenih thusimtu dinnak donhlei/hmunsang:
mount the rostrum.",NA,NA,NA
47471,ROSY,"adj (-ier, -iest) 1 rose pangpar
pianzia rong: rosy cheeks, ie indicating good
health. 2 (fig) ṭha ding le hlawhtling ding a
bang/ruahsannak um: The prospects couldn’t
be rosier.  She painted a rosy picture of the
firm’s future.
 rosiness n [U].",NA,NA,NA
47475,ROT,"v (-tt-) (a) [I, Ip] ṭawt, thu, rop: a heap of
rotting leaves  The wood has rotted away
completely.  (fig) He was thrown into prison
and left to rot. (b) [Tn, Tnp] muat, ṭet: Oil and
grease will rot the rubber of your tyres.  Too
much sugar will rot your teeth away.
 rot n 1 [U] ṭawtnak, ropnak, muatnak: a tree
affected by rot  Rot has set in, ie started. 
There’s dry rot in the floor. 2 [U] (dated Brit sl)
sullam nei lo/tican nei lo: Don’t talk such utter
rot!  ‘They’re bound to win.’ ‘Rot! They haven’t
a chance!’ 3 the rot [sing] tuu thin nat. 4 (idm)
the rot sets in dinhmun siasawn, a ṭha lo sawn
hramthok: The rot set in when we lost that
important customer in Japan. stop the rot 
stop.
 rot-gut n [U] (sl) a man ol le a thaw lomi zu
(pumnat a suahter theimi).",NA,NA,NA
47477,ROTA,"n (pl ~ s) (Brit) (US roster) tuah le
ṭuan dingmi cazin, lole a ṭuantu minung pawl
cazin.",NA,NA,NA
47485,ROTARY,"adj [esp attrib] 1 (fml) (of motion)
a bialmi thil parah her. 2 (of a machine, an
engine, etc) thil pakhat parih her reromi cet: a
rotary drill, clothes drier, switch, etc  a rotary
printing machine/press, ie one which prints
from metal plates attached to revolving
cylinders. Cf reciprocate 2.
 rotary n (US) = roundabout 2",NA,NA,NA
47489,ROTATE,"v [I, Ipr, Tn, Tnpr] 1 her, herter, thawnter: Danger: rotating blades.  rotate the handle gently. 2 a dot dot/a sangsang ih ṭuan, thleng-aw: The post of chairman rotates among members of the committee.  the technique of rotating crops.
 rotation /rEU{teISn/ n 1 (a) [U] hernak -
pakhat hnu pakhat hnaṭuan/ṭuanvo sawngawknak/thleng-awknak: the rotation of the
Earth. (b) [C] vel khat her suaknak: five
rotations per hour. 2 [C, U] tikcu hmaante ih a
thleng-awmi/a thlun-awmi thlai cinmi le thil
rotate thlengmi: the rotation of crops/crop rotation, ie
varying the crops grown each year on the
same land to avoid exhausting the soil. 3 (idm)
in rotation a sangsang, a dotdot in: The
chairmanship of the committee changes in rotation.
rotational /-SEnl/ adj.
rotatory /{rEUtEtErI, rEU{teItErI; 7 {rEUtEtC:rI/
adj (fml) a her-awmi/a thleng-awmi: rotatory motion.",NA,NA,NA
47490,ROTE,"n (idm) by rote by heart; thinlung
sungih cinnak/theihnak: do, say, know, learn,
etc sth by rote.
 rote learning a sullam le a tican ruat lo ih
thinlung cinkennak ihsin zirnak (siar ngah zutzo).",NA,NA,NA
47496,ROTISSERIE,"n sa emcarnak/sa kioronak
ih hmanmi thil.",NA,NA,NA
47497,ROTOR,"a her reromi cet pumpi ih
ṭhenkhat",NA,NA,NA
